TEIDESAT.Time,TEIDESAT.TTGregorian,TEIDESAT.Earth.Latitude,TEIDESAT.Earth.Longitude,TEIDESAT.Earth.Altitude,TEIDESAT.Propagator1_ForceModel.Acceleration,TEIDESAT.Propagator1_ForceModel.AccelerationX,TEIDESAT.Propagator1_ForceModel.AccelerationY,TEIDESAT.Propagator1_ForceModel.AccelerationZ
1152.33,26 Sep 2024 12:44:21.623,50.85955028099954,49.92427369911142,271.941344353796,0.009037359158944575,0.002287756740639022,0.005231088996210821,-0.00700540773810791
1152.42,26 Sep 2024 12:46:21.835,45.56032217020849,58.4749343228961,269.8122377109858,0.009041437719293112,0.001596171556326012,0.006133177170819631,-0.006448563420326185
1152.52,26 Sep 2024 12:48:19.186,39.80942401334185,65.24608844060356,267.5143055991421,0.009045853008369225,0.0008897922411931405,0.006899567328606074,-0.005782014968379681
1152.61,26 Sep 2024 12:50:19.622,33.5017076414405,71.0034560179562,265.0825448450532,0.009050565868097023,0.0001464632967703289,0.007553112457962181,-0.004984153211212362
1152.7,26 Sep 2024 12:52:18.337,27.00757707580842,75.8330082883154,262.7673818249259,0.009055116627763786,-0.0005903740209511855,0.00805232952758137,-0.004099583495555532
1152.8,26 Sep 2024 12:54:18.427,20.24720827043908,80.12378506697912,260.6584313723479,0.009059350646074273,-0.001325312833644515,0.008400216554668676,-0.003122777906956207
1152.89,26 Sep 2024 12:56:15.565,13.52955277439994,83.92240029458007,258.9541788223232,0.009062884709056409,-0.002018052756804424,0.008579993159469067,-0.002108805278793317
1152.99,26 Sep 2024 12:58:15.489,6.574696851644675,87.56977411515925,257.6733068003105,0.00906569358844185,-0.002688539226121142,0.008596570118927182,-0.001028367278501173
1153.08,26 Sep 2024 12:58:53.219,4.377134700141989,88.68803219292356,257.3793814719147,0.009066383656628325,-0.002889204663775563,0.008566523493767578,-0.0006829965232143261
1153.17,26 Sep 2024 12:59:08.352,3.494985003245581,89.13427476904522,257.2768550687133,0.009066632889692833,-0.002968128912125728,0.008549740749932555,-0.0005440366039209599
1153.27,26 Sep 2024 12:59:22.853,2.649319246711486,89.56103003491391,257.1869560348969,0.009066856703469904,-0.003042889274099207,0.008531122028276578,-0.000410697316138391
1153.36,26 Sep 2024 12:59:39.257,1.692434923867924,90.04300633891647,257.0951799433733,0.009067091995953042,-0.003126399851169881,0.008507075416911394,-0.0002597096160378117
1153.45,26 Sep 2024 13:00:32.491,-1.413549004019247,91.6050110130509,256.8704638451854,0.009067723141278341,-0.003389287760566957,0.008407324448963322,0.0002307098888416397
1153.55,26 Sep 2024 13:02:31.858,-8.36855178925172,95.14097140961131,256.7733162052509,0.009068394903171517,-0.003929271607514275,0.008064886019437924,0.001324471308758351
1153.64,26 Sep 2024 13:04:31.291,-15.28259784889384,98.82472358769219,257.2181273847955,0.009068061998622243,-0.004392377638654732,0.007563828862265223,0.002392751560999658
1153.74,26 Sep 2024 13:06:30.956,-22.12194994910793,102.7983538858542,258.1475155801027,0.009066813440288169,-0.004769762315802679,0.006913100509784317,0.0034154816283152
1153.83,26 Sep 2024 13:08:31.259,-28.85537769961586,107.2458235463078,259.4741401663641,0.009064795212751661,-0.005054353802289611,0.006122334230278815,0.004375047824100018
1153.92,26 Sep 2024 13:10:30.885,-35.33908644703657,112.3321153731196,261.0612629160078,0.009062240025277375,-0.005237743539762053,0.00521634394738977,0.005242136273500554
1154.02,26 Sep 2024 13:12:31.166,-41.54581822692981,118.3985642205387,262.7867246630649,0.009059364017632585,-0.005318720912400873,0.00420359951900488,0.006009412229476988
